geoid
8001007801
8001007802
8001007900
8001008000
8001008100
8001008200
8001008308
8001008309
8001008354
8001008355
8001008401
8001008402
8001008505
8001008506
8001008507
8001008508
8001008524
8001008526
8001008533
8001008534
8001008535
8001008536
8001008538
8001008540
8001008544
8001008545
8001008546
8001008547
8001008548
8001008549
8001008550
8001008551
8001008552
8001008553
8001008554
8001008555
8001008556
8001008557
8001008558
8001008559
8001008560
8001008561
8001008562
8001008563
8001008564
8001008565
8001008603
8001008604
8001008605
8001008606
8001008705
8001008706
8001008709
8001008801
8001008802
8001008901
8001009001
8001009003
8001009004
8001009101
8001009103
8001009104
8001009202
8001009203
8001009204
8001009206
8001009207
8001009304
8001009306
8001009307
8001009308
8001009309
8001009310
8001009316
8001009318
8001009319
8001009320
8001009321
8001009322
8001009323
8001009325
8001009326
8001009327
8001009401
8001009406
8001009407
8001009408
8001009409
8001009410
8001009411
8001009501
8001009502
8001009553
8001009603
8001009604
8001009606
8001009607
8001009608
8001009751
8001009752
8001015000
8001060001
8001060002
8001060100
8001060200
8001061200
8001988700
8003960000
8003960100
8003960201
8003960202
8003960300
8005004951
8005004952
8005005551
8005005552
8005005553
8005005611
8005005612
8005005614
8005005619
8005005620
8005005621
8005005622
8005005623
8005005624
8005005625
8005005626
8005005627
8005005628
8005005629
8005005630
8005005631
8005005632
8005005633
8005005634
8005005635
8005005636
8005005701
8005005702
8005005800
8005005951
8005005952
8005006000
8005006100
8005006200
8005006300
8005006400
8005006501
8005006502
8005006601
8005006603
8005006604
8005006704
8005006705
8005006706
8005006707
8005006708
8005006709
8005006711
8005006712
8005006713
8005006808
8005006815
8005006854
8005006857
8005006859
8005006860
8005006861
8005006862
8005006863
8005006864
8005007101
8005007103
8005007106
8005007108
8005007109
8005007110
8005007111
8005007112
8005007113
8005007201
8005007202
8005007301
8005007302
8005007400
8005007500
8005007600
8005007702
8005007703
8005007704
8005015100
8005080000
8005080100
8005080200
8005080300
8005080400
8005080500
8005080600
8005080700
8005080800
8005080900
8005081001
8005081002
8005081101
8005081102
8005081200
8005081300
8005081400
8005081500
8005081600
8005081700
8005081800
8005081900
8005082000
8005082100
8005082200
8005082300
8005082400
8005082500
8005082600
8005082700
8005082800
8005082900
8005083000
8005083100
8005083201
8005083202
8005083300
8005083400
8005083500
8005083600
8005083700
8005083800
8005083900
8005084000
8005084100
8005084200
8005084300
8005084400
8005084500
8005084600
8005084700
8005084800
8005084900
8005085000
8005085100
8005085200
8005085300
8005085400
8005085500
8005085600
8005085700
8005085800
8005085900
8005086001
8005086002
8005086100
8005086200
8005086300
8005086400
8005086500
8005086600
8005086700
8005086801
8005086802
8005086900
8005087000
8005087100
8005087200
8005087301
8005087302
8005980000
8007940400
8007974201
8007974202
8007974300
8007974400
8009964600
8009964700
8011966701
8011966702
8013012101
8013012103
8013012104
8013012105
8013012106
8013012107
8013012201
8013012204
8013012205
8013012206
8013012207
8013012208
8013012300
8013012401
8013012501
8013012505
8013012507
8013012508
8013012509
8013012510
8013012511
8013012603
8013012605
8013012608
8013012609
8013012610
8013012701
8013012705
8013012707
8013012708
8013012709
8013012710
8013012801
8013012802
8013012903
8013012904
8013012905
8013012907
8013013003
8013013004
8013013005
8013013006
8013013201
8013013202
8013013205
8013013207
8013013208
8013013210
8013013211
8013013212
8013013214
8013013215
8013013302
8013013305
8013013306
8013013307
8013013308
8013013401
8013013402
8013013503
8013013505
8013013506
8013013507
8013013508
8013013601
8013013602
8013013703
8013013704
8013013705
8013013706
