geoid
8051963900
8051963700
8051963600
8051963800
8021974900
8021974800
8071000800
8071000100
8071000200
8071000300
8071000500
8071000400
8037000703
8037000301
8037000702
8037000402
8037000501
8037000502
8037000302
8037000403
8037000701
8037000401
8037000503
8037000100
8037000600
8037000200
8043979400
8043980200
8043979100
8043978100
8043978200
8043979000
8043980300
8043979200
8043978800
8043980100
8043978600
8043978300
8043978500
8043978400
8045951901
8045951701
8001009606
8001009320
8001009409
8001009322
8001009607
8001009304
8001060200
8001009325
8069001601
8069001301
8069001114
8069001113
8069001107
8069001104
8069001112
8069001010
8069001007
8069000300
8069002700
8069002600
8045951902
8045951702
8045952001
8045952002
8045951803
8045951804
8045951600
8045951802
8045952100
8001015000
8001008538
8001008709
8001009751
8001009326
8001009206
8001008546
8001008526
8001008901
8001009608
8001009604
8001009202
8001008801
8001009401
8001009406
8001008542
8001008536
8001008539
8001009752
8001009327
8001009207
8001007801
8001008548
8001060100
8001009410
8001008802
8001008309
8001008308
8001008100
8001008000
8067970704
8067970703
8067970701
8067940300
8001008529
8001008534
8001009103
8001008603
8001009408
8001008524
8001008508
8001008353
8001007900
8001008401
8001008523
8001008402
8027970100
8097000500
8097000401
8097000402
8097000100
8025969600
8117000402
8117000401
8117000100
8117000200
8117000300
8089968100
8089968200
8089968400
8089968300
8089968600
8089968000
8089968500
8067971100
8067971000
8067970900
8067970800
8067940400
8067970600
8011966700
8017960600
8039961209
8039961208
8039961207
8039961206
8039961205
8039961204
8039961100
8069002803
8069002802
8069002503
8069001608
8069001607
8125963200
8125963100
8001008547
8001008543
8001008544
8001008545
8001060000
8001061200
8001008549
8001008551
8069001606
8069000505
8069000202
8069001307
8069002801
8069002401
8069001808
8069001605
8069002502
8069002501
8069002402
8069002011
8001008550
8001008541
8001008540
8001008535
8001008537
8001007802
8001008606
8001988700
8001009104
8069002010
8069001809
8069001709
8069001708
8069001308
8069000802
8069000801
8069000506
8069000504
8069000503
8069000402
8069000401
8069000201
8069001902
8001008604
8001008605
8001009553
8001008706
8001009101
8001009002
8069002007
8069002005
8069002008
8069001903
8069001804
8069001901
8069001807
8065961900
8065961700
8001009308
8001009001
8001009306
8001009318
8001008705
8001008533
8001009204
8001008507
8069001707
8069001806
8069001704
8069001706
8069001109
8069001106
8069001111
8029965100
8029965200
8029964600
8029965000
8023972700
8023972600
8001009203
8001008505
8001008506
8001009501
8001009502
8001009309
8001009310
8001009319
8001008200
8069001110
8069001008
8069001004
8069001003
8069000902
8069001603
8069000901
8069001304
8069000700
8029964900
8029964800
8029964700
8001009316
8001009603
8001009321
8001009407
8001009323
8001009411
8001009307
8069000600
8069001009
8069000100
8069002300
8069001602
8069001306
8069001305
8003960300
8003960200
8059010209
8059010305
8059009832
8059010406
8059009833
8059009834
8059011100
8059011723
8113968102
8113968101
8113968103
8113968200
8059009831
8059010210
8059010206
8059009835
8059009828
8059010205
8059010303
8059012057
8087000600
8087000200
8087000100
8087000500
8087000800
8087000400
8087000300
8087000700
8099000700
8059009830
8059009829
8059010212
8059009824
8059009823
8059012050
8059011724
8059010208
8059009807
8079973600
8059010213
8059010304
8059009806
8059010402
8059009839
8059011729
8059010000
8059012041
8073961700
8073961800
8059980400
8059060300
8059060500
8059060400
8059015800
8059011401
8059012059
8059009849
8059012060
8059011805
8059011806
8059011733
8099000200
8099000100
8099000300
8099000600
8059011732
8059011402
8059015900
8059009851
8059009850
8059009852
8059012047
8059011712
8059009837
8059010901
8059012032
8059012033
8059009843
8059012027
8059009838
8059010405
8059012026
8059012035
8059012037
8059012031
8059012030
8059009900
8059009846
8059009847
8059012023
8059012048
8059009848
8059009845
8059009842
8059009827
8059009815
8059012042
8059009808
8059012058
8059011720
8059012054
8083941100
8083969400
8083969100
8083969200
8059011803
8059011602
8059010603
8059009840
8059012039
8059009836
8059010100
8059012036
8059012051
8059012055
8059012052
8059012046
8059012024
8059012022
8059012045
8059011904
8103951200
8103951100
8059011728
8059011702
8059011701
8059012049
8059011730
8059011727
8059012053
8059011202
8059011804
8059011708
8083969000
8083969600
8083969300
8059980000
8059011711
8059011951
8059012038
8059011725
8059011721
8059012034
8059011710
8115968300
8059011709
8059011726
8059011601
8059011731
8059011550
8059011300
8059010702
8059010701
8059012043
8059010502
8059010604
8059010211
8059011000
8059010902
8059010801
8003960000
8003960100
8059010504
8059010503
8059010403
8059012044
8059010307
8059010308
8059010306
8059009841
8035014112
8035014110
8035014109
8035014108
8035014202
8035014116
8035014300
8035014107
8035014122
8035014602
8035013901
8035014503
8035013909
8101003600
8101003500
8101002916
8101002914
8063962200
8063962300
8063962100
